<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
EURUSD;D;20011117;000000;0.8845000;0.8852000;0.8838000;0.8845000;0
EURUSD;D;20011119;000000;0.8838000;0.8859000;0.8779000;0.8798000;0
EURUSD;D;20011120;000000;0.8818000;0.8844000;0.8805000;0.8823000;0
EURUSD;D;20011121;000000;0.8808000;0.8817000;0.8748000;0.8772000;0
EURUSD;D;20011122;000000;0.8772000;0.8799000;0.8766000;0.8776000;0
EURUSD;D;20011123;000000;0.8774000;0.8814000;0.8733000;0.8779000;0
EURUSD;D;20011124;000000;0.8778000;0.8788000;0.8772000;0.8782000;0
EURUSD;D;20011126;000000;0.8782000;0.8834000;0.8774000;0.8804000;0
EURUSD;D;20011127;000000;0.8804000;0.8838000;0.8772000;0.8831000;0
EURUSD;D;20011128;000000;0.8833000;0.8888000;0.8813000;0.8883000;0
EURUSD;D;20011129;000000;0.8883000;0.8922000;0.8855000;0.8879000;0
EURUSD;D;20011130;000000;0.8878000;0.8983000;0.8846000;0.8961000;0
EURUSD;D;20011201;000000;0.8959000;0.8969000;0.8956000;0.8963000;0
EURUSD;D;20011203;000000;0.8960000;0.8970000;0.8886000;0.8919000;0
EURUSD;D;20011204;000000;0.8920000;0.8927000;0.8886000;0.8904000;0
EURUSD;D;20011205;000000;0.8904000;0.8945000;0.8845000;0.8887000;0
EURUSD;D;20011206;000000;0.8888000;0.8959000;0.8861000;0.8954000;0
EURUSD;D;20011207;000000;0.8954000;0.8959000;0.8881000;0.8894000;0
EURUSD;D;20011208;000000;0.8895000;0.8910000;0.8888000;0.8906000;0
EURUSD;D;20011210;000000;0.8893000;0.8925000;0.8838000;0.8908000;0
EURUSD;D;20011211;000000;0.8911000;0.8936000;0.8881000;0.8928000;0
EURUSD;D;20011212;000000;0.8926000;0.8991000;0.8917000;0.8978000;0
EURUSD;D;20011213;000000;0.8976000;0.8994000;0.8916000;0.8926000;0
EURUSD;D;20011214;000000;0.8926000;0.9057000;0.8916000;0.9037000;0
EURUSD;D;20011217;000000;0.9042000;0.9088000;0.9014000;0.9025000;0
